object_id,publisher,journal,issn
item_3497446,Proceedings of the National Academy of Sciences,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424
item_3479163,Public Library of Science,PLOS ONE,1932-6203
item_3391394,Springer-Verlag,Natural Language Semantics ,0925-854X
item_3373155,Wiley-Blackwell,The FEBS Journal,1742-464X
item_3501038,University of Chicago Press for the American Astronomical Society,The Astrophysical Journal Letters,0004-637X
item_3483753,IOP Publishing,Electronic Structure,2516-1075
item_3483761,Cambridge University Press,Evolutionary Human Sciences,2513-843X
item_3483547,Wiley-VCH,Advanced Materials,0935-9648
item_3405330,Nature Publishing Group,Nature Communications,2041-1723
item_3369520,Cambridge University Press,Journal of Fluid Mechanics,0022-1120
item_3405490,MDPI,Biosensors,2079-6374
item_3389210,Company of Biologists,Development,0950-1991
item_3473731,"Wiley-Liss, Inc.",Glia,0894-1491
item_3473329,Royal Society of Chemistry,Journal of Materials Chemistry A,2050-7488
item_3476922,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3397226,Brill,Journal of Cognition and Culture,1567-7095
item_3239051,American Physical Society (APS),Physical Review Research,2643-1564
item_3390264,Nature Publishing Group,Nature Reviews Neuroscience,1471-003X
item_3476900,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3475975,Mount Royal University,Ancient Lanka ,2816-9425
item_3369326,Wiley-VCH Verlag GmbH,Advanced Functional Materials,1616-301X
item_3480586,Nature,Nature Biotechnology,1087-0156
item_3374317,Springer-Verlag,Archaeological and Anthropological Sciences,1866-9557
item_3389003,American Physical Society,Physical Review A,1050-2947
item_3364483,Elsevier Science,Fungal Biology,1878-6146
item_3358698,Wiley (John Wiley & Sons),Macromolecular Rapid Communications,1022-1336
item_3373833,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3482053,Oxford University Press,Monthly Notices of the Royal Astronomical Society,1365-8711
item_3482271,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3379557,American Physical Society,Physical Review B,1098-0121
item_3476791,Royal Society of Chemistry,Polymer Chemistry ,1759-9954
item_3375601,Nature Publishing Group,Nature Communications,2041-1723
item_3473734,Wiley-VCH,ChemSystemsChem,
item_3407395,Stockton Press,Molecular Psychiatry ,1359-4184
item_3565139,Taylor & Francis,Nucleus,1949-1034 (print) 1949-1042 (online)
item_3379578,Frontiers Media SA,Frontiers in Microbiology,1664-302X
item_3401193,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3366884,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548
item_3473327,Wiley (John Wiley & Sons),American Journal of Biological Anthropology,2692-7691
item_3389223,Blackwell Science,"Plant, Cell and Environment",0140-7791
item_3371846,Springer Science and Business Media LLC,Nature Communications,2041-1723
item_3374547,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3386939,American Physical Society,Physical Review B,1098-0121
item_3478578,Nature Publishing Group ,Nature Geoscience,1752-0894
item_3379732,Pergamon,Environment International,0160-4120
item_3521034,Nature Publishing Group,Nature Climate Change,1758-678x
item_3389336,Elsevier,Remote Sensing of Environment,0034-4257
item_3456546,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3433112,American Chemical Society,The Journal of Physical Chemistry C,1932-7447
item_3482261,American Chemical Society,Journal of Physical Chemistry A,1520-5215
item_3345856,Wiley-VCH,Physica Status Solidi B,0370-1972
item_3485495,Nature Publishing Group,EMBO Journal,0261-4189
item_3520112,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3367229,Institute of Physics Publishing,Journal of Neural Engineering ,1741-2552
item_3384227,Royal Society of Chemistry,Natural Product Reports,0265-0568
item_3531693,Elsevier,Neuropsychologia,00283932
item_3400988,eLife Sciences Publications,eLife,2050-084X
item_3403436,Beilstein-Institut,Beilstein Journal of Organic Chemistry,1860-5397
item_3390246,MIT Press,Neurobiology of Language,2641-4368
item_3358661,Wiley (John Wiley & Sons),Small Methods,2366-9608
item_3377790,Springer,Environmental Science and Pollution Research,0944-1344
item_3378369,Wiley-VCH Verlag GmbH,Advanced Functional Materials,1616-301X
item_3395192,Springer (Biomed Central Ltd.),Skeletal Muscle,2044-5040
item_3373124,Nature Publishing Group,Scientific Reports,2045-2322
item_3488092,Springer Nature,Journal of Low Temperature Physics,0022-2291
item_3388032,Springer-Verlag,ARCHIVES OF TOXICOLOGY,0340-5761
item_3371047,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3383175,Cell Press,Cell Reports,2211-1247
item_3371529,Wiley-VCH ,Angewandte Chemie,0044-8249
item_3391018,"European Geosciences Union, Copernicus ",Atmospheric Measurement Techniques,1867-1381
item_3480419,American Chemical Society,Langmuir,0743-7463
item_3366052,Wiley-Blackwell,Molecular Ecology,0962-1083
item_3379945,Springer,Quantum studies : mathematics and foundations,2196-5609
item_3478928,Wiley,Berichte zur Wissenschaftsgeschichte,0170-6233
item_3451429,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3364950,Nature Publishing Group,Scientific Data,2052-4463
item_3360439,Published on behalf of the European Neuroscience Association by Oxford University Press,European Journal of Neuroscience : European Neuroscience Association,0953-816X
item_3580704,Brill,Grotiana,1876-0759
item_3370550,Pergamon,Quaternary Science Reviews,0277-3791
item_3458923,Elsevier,Trends in Parasitology,1471-4922
item_3612035,Nature Pub. Group,Nature Chemical Biology,1552-4450
item_3358999,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3486012,Springer Science and Business Media LLC,TRANSLATIONAL PSYCHIATRY,2158-3188
item_3385085,Japan Society of Plasma Science and Nuclear Fusion,Plasma and Fusion Research,
item_3371949,Copernicus GmbH on behalf of the European Geosciences Union,Biogeosciences,1726-4170
item_3432900,Springer,Neural Computing & Applications,1433-3058
item_3394983,Springer,"European Physical Journal D: Atomic, Molecular, Optical and Plasma Physics",1434-6060
item_3502146,American Meteorological Society,Monthly Weather Review,0027-0644
item_3462716,American Chemical Society,ACS Applied Nano Materials,2574-0970
item_3384687,AIP Publishing,Physics of Plasmas,1070-664X
item_3492712,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3480280,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3565183,Frontiers Media,Frontiers in Immunology,1664-3224
item_3475936,ACS,ACS Catalysis,2155-5435
item_3383245,ACS,ACS Catalysis,2155-5435
item_3431691,American Chemical Society,The Journal of Physical Chemistry Letters,1948-7185
item_3444513,American Physical Society,Physical Review Materials,2475-9953
item_3389970,Nature Publ. Group,Leukemia,1476-5551
item_3371454,Frontiers Media,Frontiers in immunology,1664-3224
item_3374056,Wiley-VCH,ChemSusChem,1864-5631
item_3373144,Oxford University Press,Cerebral Cortex,1047-3211
item_3480925,EDP Sciences,European Physical Journal C,1434-6044
item_3458341,IOP Publishing,Journal of Cosmology and Astroparticle Physics,1475-7516
item_3486611,MDPI,Cells,2073-4409
item_3444510,AAAS,Science Advances,2375-2548
item_3484490,Elsevier,Journal of Power Sources,0378-7753
item_3403068,American Chemical Society,The Journal of Physical Chemistry Letters,1948-7185
item_3517897,Rockefeller Institute for Medical Research,Journal of Experimental Medicine,0022-1007
item_3379563,Nature Publishing Group,Scientific Reports,2045-2322
item_3486574,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3374720,Springer-Verlag,SCIENCE CHINA-LIFE SCIENCES,1674-7305
item_3378938,American Chemical Society,ACS Nano,1936-0851
item_3386899,American Chemical Society,ACS Applied Materials & Interfaces,1944-8244
item_3379674,D. Reidel Pub. Co.,Environmental Monitoring and Assessment,0167-6369
item_3430135,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3458955,American Society for Biochemistry and Molecular Biology [etc.],The Journal of Biological Chemistry,0021-9258
item_3407218,Springer-Verlag,European Journal of Nuclear Medicine and Molecular Imaging,1619-7070
item_3475437,Wiley-VCH,ChemPhotoChem,2367-0932
item_3374697,American Physical Society,Physical Review A,1050-2947
item_3529663,Frontiers Media,Frontiers in Earth Science,2296-6463
item_3384951,Pergamon,Psychoneuroendocrinology,0306-4530
item_3475775,Elsevier,Energy Storage Materials,2405-8297
item_3457965,American Physical Society,Physical Review D,2470-0010
item_3399487,Elsevier,NEUROSCIENCE LETTERS,0304-3940
item_3376022,Blackwell Science,Environmental Microbiology,1462-2912
item_3488028,Science China Press,"Science China - Physics, Mechanics & Astronomy",1674-7348
item_3400496,Nature Pub. Group,Nature Physics,1745-2473
item_3394322,Wiley; New Phytologist Foundation,New Phytologist,0028-646X
item_3604875,IOP Publishing,Journal of Physics G: Nuclear and Particle Physics,0954-3899
item_3400858,eLife Sciences Publications,eLife,2050-084X
item_3379710,American Chemical Society,Environmental Science & Technology,0013-936X
item_3458266,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3369565,Routledge,"Religion, Brain & Behavior ",2153-599X
item_3487216,,Revista Jurídica de les Illes Balears,1697-1272
item_3406974,AGU and the Geochemical Society,"Geochemistry, Geophysics, Geosystems",1525-2027
item_3468724,American Chemical Society,ACS Applied Nano Materials,2574-0970
item_3402255,Wiley-VCH,Advanced Materials,0935-9648
item_3387958,Nature Pub. Group,Molecular Systems Biology,1744-4292
item_3486616,MDPI,Biomedicines,2227-9059
item_3379716,Copernicus Ges.,Climate of the Past,1814-9332
item_3378451,American Physical Society,Physical Review B,1098-0121
item_3395943,American Physical Society,Physical Review X,2160-3308
item_3478705,Elsevier,Pattern Recognition,0031-3203
item_3369402,Springer Nature Publishing,Nature Machine Intelligence,2522-5839
item_3477931,North-Holland,Physics Reports: Review Section of Physics Letters,0370-1573
item_3374213,Springer-Verlag,Review of Managerial Science,1863-6683
item_3429291,Verlag Johann Ambrosius Barth / Wiley-VCH ,Zeitschrift für anorganische und allgemeine Chemie,0044-2313
item_3523604,Elsevier ,Journal of Archaeological Science: Reports ,2352-409X
item_3432580,Pergamon,Vision Research,0042-6989
item_3387798,American Chemical Society,Journal of Physical Chemistry Letters,
item_3387105,American Chemical Society,The Journal of Physical Chemistry Letters,1948-7185
item_3378191,Wiley-VCH,European Journal of Organic Chemistry,1434-193X
item_3407156,American Chemical Society,Organic Letters,1523-7060
item_3506314,Public Library of Science,PLoS Pathogens,1553-7366
item_3371631,Wiley-VCH,ChemBioChem: A European Journal of Chemical Biology,1439-4227
item_3432668,Taylor & Francis,Materials Research Letters,
item_3371653,Copernicus Ges.,Climate of the Past,1814-9332
item_3497770,"European Association for Chinese Studies
",The Journal of the European Association for Chinese Studies,2709-9946
item_3475497,Elsevier,Cell Reports: Methods ,
item_3477921,University of Chicago Press for the American Astronomical Society,The Astrophysical Journal Letters,0004-637X
item_3385586,Ovid Technologies (Wolters Kluwer) - American Heart Association,HYPERTENSION,0194-911X
item_3456170,Frontiers Media SA,Frontiers in Plant Science,1664-462X
item_3434561,Frontiers Research Foundation,Frontiers in Psychiatry,1664-0640
item_3401454,F1000Research,Wellcome Open Research,
item_3388054,American Physical Society,Physical Review B,1098-0121
item_3424077,Royal Society of Chemistry,Physical Chemistry Chemical Physics,1463-9076
item_3388729,Taylor and Francis Ltd.,Critical Reviews in Solid State and Materials Sciences,
item_3361784,American Chemical Society,Chemistry of Materials,0897-4756
item_3395623,American Chemical Socitey,ACS Applied Electronic Materials,2637-6113
item_3494615,Frontiers Media,Frontiers in Cell and Developmental Biology,
item_3557413,American Chemical Society,Environmental Science & Technology,0013-936X
item_3486125,SAGE Publications,Space and Culture,1206-3312
item_3477495,BioMed Central Ltd.,Genome Biology,1465-6906
item_3379688,"European Geosciences Union, Copernicus ",Atmospheric Measurement Techniques,1867-1381
item_3371904,American Chemical Society,Macromolecules,0024-9297
item_3517653,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3429766,American Physical Society,Physical Review Letters,0031-9007
item_3391430,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3395080,Society of Neuroscience,The Journal of Neuroscience ,0270-6474
item_3490590,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3484358,EMBO Press,The EMBO Journal,0261-4189
item_3385736,Lippincott Williams & Wilkins,Journal of Cerebral Blood Flow and Metabolism,0271-678X
item_3379809,Frontiers Research Foundation,Frontiers in Physiology,1664-042X
item_3372818,Academic Press,NeuroImage,1053-8119
item_3350702,Dr. C.J. Hogrefe.,Psychologische Rundschau,0033-3042
item_3402144,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3475511,Nature Publishing Group,Scientific Reports,2045-2322
item_3432411,Academic Press,Archives of Biochemistry and Biophysics,0003-9861
item_3479473,Elsevier,Environmental and Experimental Botany,0098-8472
item_3405472,Royal Society of Chemistry,Soft Matter,1744-683X
item_3366590,Elsevier,Data in Brief,2352-3409
item_3506799,Cambridge University Press,Quantitative Plant Biology,2632-8828
item_3388384,Springer-International,Vegetation History and Archaeobotany,0939-6314
item_3399460,Nature Publishing Group,Nature Communications,2041-1723
item_3596865,Wiley,Journal of extracellular vesicles,2001-3078
item_3387249,Nature Publishing Group,Scientific Reports,2045-2322
item_3429075,Springer,Methods Mol. Biol.,1064-3745
item_3376541,American Association for the Advancement of Science,Science,0036-8075
item_3477258,International Union of Pure and Applied Chemistry.,Pure and Applied Chemistry,0033-4545
item_3399619,American Physical Society,Physical Review D,0556-2821
item_3376690,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3430278,Wiley-Liss,Magnetic Resonance in Medicine,0740-3194
item_3475254,Royal Meteorological Society.,Quarterly Journal of the Royal Meteorological Society,0035-9009
item_3394089,Blackwell Science,The Plant Journal,0960-7412
item_3407005,Springer Netherlands ,Exposure and health ,2451-9685
item_3394021,Co. of Biologists,Journal of Cell Science,0021-9533
item_3380172,Multidisciplinary Digital Publishing Institute (MDPI),Brain Sciences,2076-3425
item_3396576,Elsevier,JCIS Open ,2666-934X
item_3485082,IOS Press,Journal of Parkinson's Disease : JPD,1877-7171
item_3380935,American Chemical Society,The Journal of Physical Chemistry Letters,1948-7185
item_3598846,IMR Press,Frontiers in Bioscience-Landmark,2768-6701
item_3352335,European Geosciences Union,Hydrology and Earth System Sciences,1607-7938
item_3495149,Wiley-VCH,Advanced Energy Materials,1614-6832
item_3339862,Wiley-Liss,Magnetic Resonance in Medicine,0740-3194
item_3450651,Springer,Archaeological and Anthropological Sciences,1866-9557
item_3390542,Royal Society of Chemistry,Nanoscale Horizons,2055-6756
item_3531331,"Nature America, Inc.",Nature Genetics,1061-4036 (print) 1546-1718 (online)
item_3384176,Pergamon,Marine Pollution Bulletin,0025-326X
item_3333043,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3391400,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3363983,Frontiers Research Foundation,Frontiers in Neuroscience,1662-4548
item_3486320,MDPI,Cells,2073-4409
item_3405318, Elsevier Ltd.,Nano Today,1748-0132
item_3388725,American Chemical Society,Macromolecules,0024-9297
item_3451101,Springer Nature Publishing Group,Translational Psychiatry,
item_3380169,Academic Press,NeuroImage,1053-8119
item_3482888,Elsevier,iScience,2589-0042
item_3373844,Frontiers Research Foundation,Frontiers in Neuroscience,1662-4548
item_3450727,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3388075,MIT Press,Neurobiology of Language ,2641-4368
item_3476198,Springer,European Biophysics Journal,0175-7571
item_3484976,American Physical Society (APS),Physical Review Research,2643-1564
item_3399524,American Physical Society,Physical Review Letters,0031-9007
item_3479368,American Physical Society,Physical Review Letters,0031-9007
item_3475150,Pergamon,Quaternary Science Reviews,0277-3791
item_3394978,Springer,Archaeological and Anthropological Sciences,1866-9557
item_3372881,MDPI ,Antioxidants,2076-3921
item_3404948,Frontiers Research Foundation,Frontiers in Neuroanatomy,1662-5129
item_3492663,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3389040,American Physical Society,Physical Review A,1050-2947
item_3388037,Dove Medical Press,Nature and Science of Sleep,1179-1608
item_3407483,American Physical Society,Physical Review Materials,2475-9953
item_3508806,American Physical Society,Physical Review Letters,0031-9007
item_3513045,American Geophysical Union,Journal of Geophysical Research: Atmospheres,0148-0227
item_3402177,,Atmospheric Chemistry and Physics,1680-7316
item_3458156,Elsevier,Materials Today Physics,2542-5293
item_3480824,American Physical Society,Physical Review Letters,0031-9007
item_3399771,Nature Publishing Group,Nature Communications,2041-1723
item_3384173,Cushman Foundation for Foraminiferal Research.,Journal of Foraminiferal Research,0096-1191
item_3388596,Royal Society,Royal Society Open Science,2054-5703
item_3385585,Nature Publishing Group,Nature,0028-0836
item_3362069,Institute of Physics,Environmental Research Letters,1748-9326
item_3458015,Elsevier Ltd.,Materials and Design,0264-1275
item_3451016,Biomed Central,Carbon Balance and Management,1750-0680
item_3406248,Oxford University Press,Cerebral Cortex Communications,2632-7376
item_3395879,Pergamon,Neuropsychologia,0028-3932
item_3479028,Nature Publishing Group,Communications Physics,2399-3650
item_3380523,American Association for the Advancement of Science (AAAS),SCIENCE ADVANCES,2375-2548
item_3383179,Springer-Verlag,Basic Research in Cardiology,0300-8428
item_3371235,Pleiades Publishing,Astronomy Letters - a Journal of Astronomy and Space Astrophysics,1063-7737
item_3372682,American Chemical Society,Journal of Chemical Theory and Computation,1549-9618
item_3403406,,Medical Problems of Performing Artists,
item_3480441,Springer (Birkhäuser Verlag),Cellular and Molecular Life Sciences,1420-682X
item_3399403,Public Library of Science,PLoS One,1932-6203
item_3368267,Frontiers Research Foundation,Frontiers in Human Neuroscience,1662-5161
item_3380958,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3383640,American Chemical Society,Macromolecules,0024-9297
item_3391045,D. Steinkopff.,Basic Research in Cardiology,0300-8428
item_3563285,Duncker & Humblot,"Der Staat: Zeitschrift für Staatslehre und Verfassungsgeschichte, deutsches und europäisches öffentliches Recht",0038-884X
item_3394927,Universidade Estadual de Campinas,LIAMES: Línguas Indígenas Americanas,2177-7160
item_3395001,American Chemical Society,Langmuir,0743-7463
item_3386537,Routledge,Auditory Perception & Cognition,2574-2450
item_3391253,BioMed Central,BMC Neurology,1471-2377
item_3396057,American Chemical Society,The Journal of Physical Chemistry C,1932-7447
item_3473271,ACS Publications,Journal of Medicinal Chemistry,0022-2623
item_3560588,Frontiers Research Foundation,Frontiers in Behavioral Neuroscience,1662-5153
item_3387791,Royal Society of Chemistry,Journal of Materials Chemistry A,2050-7488
item_3378254,Wiley-VCH,Advanced Energy Materials,1614-6832
item_3493121,Wiley,Ethology,0179-1613
item_3397616,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424
item_3401846,Cambridge University Press,Journal of Fluid Mechanics,0022-1120
item_3405534,Nature Pub. Group,Nature Physics,1745-2473
item_3397483,MDPI,Agronomy,2073-4395
item_3490606,,Revue des sociétés,0240-8945
item_3572681,Springer-Verlag,Zeitschrift für Politikwissenschaft,1430-6387
item_3385913,Blackwell Science,"Plant, Cell and Environment",0140-7791
item_3444696,ACS,ACS Catalysis,2155-5435
item_3457702,IOP Publishing,Journal of Cosmology and Astroparticle Physics,1475-7516
item_3314937,American Physical Society,Physical Review X,
item_3456292,MDPI AG,International Journal of Molecular Sciences ,1422-0067
item_3398301,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3262790,Nature Publishing Group,Nature Communications,2041-1723
item_3387452,Wiley,Journal of Applied Polymer Science,0021-8995
item_3398225,Wiley-VCH,ChemPhysChem,1439-4235
item_3378544,"""Max Planck Institute for the Study of Crime, Security and Law""",Eucrim - the European Criminal Law Associations' Forum,1862-6947
item_3389654,Public Library of Science,PLoS One,1932-6203
item_3381210,Informa UK (Taylor & Francis),Paedagogica Historica,0030-9230
item_3381058,Blackwell,International Journal of Stroke,1747-4930
item_3388140,Blackwell Science,"Plant, Cell and Environment",0140-7791
item_3397672,Cambridge University Press,Journal of Plasma Physics,0022-3778
item_3480508,Elsevier B.V.,Journal of Alloys and Compounds,0925-8388
item_3365973,Wiley (Blackwell Publishing),Cognitive Science,0364-0213
item_3405000,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3511113,Georg Thieme Verlag KG,Geburtshilfe und Frauenheilkunde,0016-5751
item_3388081,Wiley-VCH,Macromolecular Rapid Communications,1022-1336
item_3394988,American Chemical Society,ACS Nano,1936-0851
item_3371737,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3399609,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3383834,American Chemical Society,Molecular Pharmaceutics,1543-8384
item_3396449,The Royal Society of Chemistry,REACTION Chemistry & Engineering,2058-9883
item_3378776,Frontiers Media,Frontiers in Marine Science,2296-7745
item_3430175,Springer Science and Business Media LLC,SCIENTIFIC REPORTS,2045-2322
item_3403081,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548
item_3402121,Wiley (John Wiley & Sons),Chemistry – A European Journal,0947-6539
item_3379697,Elsevier,Archaeological Research in Asia,2352-2267
item_3456421,Nature Publishing Group,Nature Communications,2041-1723
item_3367518,Waverly Press,Cancer research : an official organ of the American Association for Cancer Research,0008-5472
item_3376364,American Geophysical Union / Wiley,Geophysical Research Letters,0094-8276
item_3501232,The Society,The Journal of Neuroscience,0270-6474
item_3488086,Oxford University Press,Cerebral Cortex,1047-3211
item_3522031,Cell Press,Current Biology,0960-9822
item_3395983,Nature Publishing Group,npj Quantum Information,2056-6387
item_3451291,AAAS,Science Advances,2375-2548
item_3380975,MDPI,Catalysts,2073-4344
item_3387453,Wiley,Advanced Materials Technologies,2365-709X
item_3373258,Royal Society of Chemistry,Nanoscale,2040-3364
item_3371820,Public Library of Science,PLoS One,1932-6203
item_3371027,MDPI AG,"Antioxidants (Basel, Switzerland)",2076-3921
item_3400612,AAAS,Science Advances,2375-2548
item_3529668,Frontiers Research Foundation,Frontiers in Physiology,1664-042X
item_3368763,American Physical Society,Physical Review Letters,0031-9007
item_3550758,Elsevier,Journal of Volcanology and Geothermal Research,0377-0273
item_3377124,IOP Publishing,Journal of Instrumentation,1748-0221
item_3368484,Springer-Verlag,Information Retrieval Journal,1386-4564
item_3379029,Optical Society of America,Optics Express,1094-4087
item_3367290,Springer,Journal of Materials Science,0022-2461
item_3375837,Institute of Physics,Environmental Research Letters,1748-9326
item_3399580,American Physical Society,Physical Review D,0556-2821
item_3389289,Nature Publishing Group,Nature Communications,2041-1723
item_3376090,Oxford University Press [etc.],Journal of Experimental Botany,0022-0957
item_3403069,The Rockefeller University Press,Journal of Cell Biology,0021-9525
item_3431428,American Physical Society,Physical Review Materials,2475-9953
item_3360933,Wiley-VCH,Advanced Science,2198-3844
item_3398163,Cell Press,Cell,0092-8674
item_3444489,Springer Science and Business Media LLC,TRANSLATIONAL PSYCHIATRY,2158-3188
item_3400561,IOP Science,Progress in Energy,2516-1083
item_3399308,MDPI,Histories,2409-9252
item_3380216,"Scientific & Medical Division, Macmillan Press, etc.",British Journal of Pharmacology,0007-1188
item_3431810,Springer Science and Business Media LLC,Nature,0028-0836
item_3457784,Springer,Machine Learning,0885-6125
item_3386629,Frontiers Research Foundation,Frontiers in Psychiatry,1664-0640
item_3550326,,Atmospheric Measurement Techniques,1867-1381
item_3379755,EDP Sciences; Springer,The European Physical Journal B: Condensend Matter Physics,1434-6036
item_3406959,American Geophysical Union,Journal of Geophysical Research: Atmospheres,0148-0227
item_3456235,Springer (Birkhäuser Verlag),Cellular and Molecular Life Sciences,1420-682X
item_3385449,Elsevier,Palaeogeography Palaeoclimatology Palaeoecology,0031-0182
item_3451387,American Chemical Society,The Journal of Physical Chemistry B,1520-6106
item_3404551,IOP Publishing Ltd.,Multifunctional Materials,2399-7532
item_3484676,American Physical Society,Physical Review B,1098-0121
item_3486676,American Society of Hematology,Blood,0006-4971
item_3379632,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3484982,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3492669,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3399553,American Physical Society,Physical Review D,0556-2821
item_3395647,Royal Society of Chemistry,Nanoscale,2040-3364
item_3434597,BioMed Central,Microbiome,
item_3495839,Elsevier,Cell Systems,2405-4720
item_3360544,Elsevier,Giant,2666-5425
item_3375607,MDPI AG,Polymers,2073-4360
item_3379692,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3367581,Nature Pub. Group,Nature Physics,1745-2473
item_3376231,Institute of Physics,Environmental Research Letters,1748-9326
item_3383492,Elsevier,Soil Biology and Biochemistry,0038-0717
item_3376717,Pergamon,Psychoneuroendocrinology,0306-4530
item_3316717,Nature Publishing Group,Nature Communications,2041-1723
item_3456663,Cambridge University Press.,Journal of Child Language,0305-0009
item_3372641,American Chemical Society,Nano Letters,1530-6984
item_3479171,Copernicus Publ.,Geoscientific Model Development,1991-959X
item_3495788,Schweizerbart Science Publishers,Fundamental and Applied Limnology,1863-9135
item_3431606,Royal Society of Chemistry,Chemical Communications,1359-7345
item_3488657,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3390331,American Physical Society,Physical Review Materials,2475-9953
item_3362686,Wiley-VCH,Advanced Energy Materials,1614-6832
item_3433022,Nature Publishing Group,Scientific Reports,2045-2322
item_3383889,American Physical Society,Physical Review B,1098-0121
item_3371955,American Society of Plant Biologists,Plant Physiology,0032-0889
item_3396659,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3596750,,Behavioral Ecology and Sociobiology,
item_3456563,IOS Press,Journal of Alzheimer's Disease,1387-2877
item_3482339,American Society of Hematology,Blood,0006-4971
item_3366422,American Psychological Association,Emotion,1528-3542
item_3483375,Wiley (Blackwell Publishing),Developmental Science,1363-755X
item_3389083,Wiley; New Phytologist Foundation,New Phytologist,0028-646X
item_3481510,AAAS,Science Advances,2375-2548
item_3388020,Elsevier,NeuroImage,1053-8119
item_3336690,APS,PRX Quantum,
item_3494645,American Physical Society,Physical Review B,1098-0121
item_3384206,American Institute of Physics,Applied Physics Letters,0003-6951
item_3551944,Elsevier,Physics Open,
item_3396981,Kluwer ,International Journal of Primatology,0164-0291
item_3388094,Wiley-VCH,Macromolecular Rapid Communications,1022-1336
item_3471032,IOP on behalf of the Electrochemical Society,Journal of the Electrochemical Society,0013-4651
item_3473906,American Physical Society (APS),Physical Review Research,2643-1564
item_3479474,MDPI AG,International Journal of Molecular Sciences ,1422-0067
item_3514172,Nature Publishing Group,Scientific Reports,2045-2322
item_3480410,Royal Society of Chemistry,Faraday Discussions,1359-6640
item_3476886,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3384378,American Physical Society,Physical Review B,1098-0121
item_3384253,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3462710,Public Library of Science,PLoS Computational Biology,1553-734X
item_3476667,American Psychological Association (PsycARTICLES),Journal of Experimental Psychology: Human Perception and Performance,0096-1523
item_3383375,Wiley (Blackwell Publishing),ENVIRONMENTAL MICROBIOLOGY,1462-2912
item_3486263,Nature Pub. Group,Nature Structural and Molecular Biology,1545-9993
item_3598852,,Nucleic Acids Research,0301-5610
item_3362231,Nature Publishing Group,Nature Communications,2041-1723
item_3501044,Frontiers Media,Frontiers in Astronomy and Space Sciences,2296-987X
item_3450848,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3386837,Wiley,Earth and Planetary Physics,2096-3955
item_3370588,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3395251,Oxford University Press,AGE AND AGEING,0002-0729
item_3480312,American Chemical Society,Organometallics,0276-7333
item_3473812,Royal Society of Chemistry,Chemical Communications,1359-7345
item_3480975,North-Holland,Physics Letters B,0370-2693
item_3483819,Elsevier,Alzheimer's & Dementia,2352-8729
